prize_id,award_year,award_date,category,amount,amount_adjusted,motivation
544,2002,2002-10-07,Physiology or Medicine,10000000,13632863,for their discoveries concerning genetic regulation of organ development and programmed cell death'
545,2003,2003-10-08,Chemistry,10000000,13375315,for the discovery of water channels
546,2003,2003-10-08,Economic Sciences,10000000,13375315,for methods of analyzing economic time series with common trends (cointegration)
547,2003,2003-10-02,Literature,10000000,13375315,who in innumerable guises portrays the surprising involvement of the outsider
548,2003,2003-10-10,Peace,10000000,13375315,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children
549,2003,2003-10-07,Physics,10000000,13375315,for pioneering contributions to the theory of superconductors and superfluids
550,2003,2003-10-06,Physiology or Medicine,10000000,13375315,for their discoveries concerning magnetic resonance imaging
551,2004,2004-10-06,Chemistry,10000000,13324969,for the discovery of ubiquitin-mediated protein degradation
552,2004,2004-10-11,Economic Sciences,10000000,13324969,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles
553,2004,2004-10-07,Literature,10000000,13324969,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power
554,2004,2004-10-08,Peace,10000000,13324969,"for her contribution to sustainable development, democracy and peace"
555,2004,2004-10-05,Physics,10000000,13324969,for the discovery of asymptotic freedom in the theory of the strong interaction
556,2004,2004-10-04,Physiology or Medicine,10000000,13324969,for their discoveries of odorant receptors and the organization of the olfactory system
557,2005,2005-10-05,Chemistry,10000000,13266708,for the development of the metathesis method in organic synthesis
558,2005,2005-10-10,Economic Sciences,10000000,13266708,for having enhanced our understanding of conflict and cooperation through game-theory analysis
559,2005,2005-10-13,Literature,10000000,13266708,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms
560,2005,2005-10-07,Peace,10000000,13266708,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way
561,2005,2005-10-04,Physics,10000000,13266708,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique"
562,2005,2005-10-03,Physiology or Medicine,10000000,13266708,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease
563,2006,2006-10-04,Chemistry,10000000,13086876,for his studies of the molecular basis of eukaryotic transcription
564,2006,2006-10-09,Economic Sciences,10000000,13086876,for his analysis of intertemporal tradeoffs in macroeconomic policy
565,2006,2006-10-12,Literature,10000000,13086876,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures
566,2006,2006-10-13,Peace,10000000,13086876,for their efforts to create economic and social development from below
567,2006,2006-10-03,Physics,10000000,13086876,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation
568,2006,2006-10-02,Physiology or Medicine,10000000,13086876,for their discovery of RNA interference - gene silencing by double-stranded RNA
569,2007,2007-10-10,Chemistry,10000000,12802893,for his studies of chemical processes on solid surfaces
570,2007,2007-10-15,Economic Sciences,10000000,12802893,for having laid the foundations of mechanism design theory
571,2007,2007-10-11,Literature,10000000,12802893,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny"
572,2007,2007-10-12,Peace,10000000,12802893,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change"
573,2007,2007-10-09,Physics,10000000,12802893,for the discovery of Giant Magnetoresistance
574,2007,2007-10-08,Physiology or Medicine,10000000,12802893,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells
575,2008,2008-10-08,Chemistry,10000000,12377622,"for the discovery and development of the green fluorescent protein, GFP"
576,2008,2008-10-13,Economic Sciences,10000000,12377622,for his analysis of trade patterns and location of economic activity
577,2008,2008-10-09,Literature,10000000,12377622,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization"
578,2008,2008-10-10,Peace,10000000,12377622,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts"
579,2008,2008-10-07,Physics,10000000,12377622,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature
580,2008,2008-10-06,Physiology or Medicine,10000000,12377622,for their discovery of human immunodeficiency virus
581,2009,2009-10-07,Chemistry,10000000,12413793,for studies of the structure and function of the ribosome
582,2009,2009-10-12,Economic Sciences,10000000,12413793,"for her analysis of economic governance, especially the commons"
583,2009,2009-10-08,Literature,10000000,12413793,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed"
584,2009,2009-10-09,Peace,10000000,12413793,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples
585,2009,2009-10-06,Physics,10000000,12413793,for groundbreaking achievements concerning the transmission of light in fibers for optical communication
586,2009,2009-10-05,Physiology or Medicine,10000000,12413793,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
587,2010,2010-10-06,Chemistry,10000000,12256203,for palladium-catalyzed cross couplings in organic synthesis
588,2010,2010-10-11,Economic Sciences,10000000,12256203,for their analysis of markets with search frictions
589,2010,2010-10-07,Literature,10000000,12256203,"for his cartography of structures of power and his trenchant images of the individual's resistance, revolt, and defeat"
590,2010,2010-10-08,Peace,10000000,12256203,for his long and non-violent struggle for fundamental human rights in China
591,2010,2010-10-05,Physics,10000000,12256203,for groundbreaking experiments regarding the two-dimensional material graphene
592,2010,2010-10-04,Physiology or Medicine,10000000,12256203,for the development of in vitro fertilization
593,2011,2011-10-05,Chemistry,10000000,11946007,for the discovery of quasicrystals
594,2011,2011-10-10,Economic Sciences,10000000,11946007,for their empirical research on cause and effect in the macroeconomy
595,2011,2011-10-06,Literature,10000000,11946007,"because, through his condensed, translucent images, he gives us fresh access to reality"
596,2011,2011-10-07,Peace,10000000,11946007,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work
597,2011,2011-10-04,Physics,10000000,11946007,for the discovery of the accelerating expansion of the Universe through observations of distant supernovae
598,2011,2011-10-03,Physiology or Medicine,10000000,11946007,for their discoveries concerning the activation of innate immunity
599,2012,2012-10-10,Chemistry,8000000,9471572,for studies of G-protein-coupled receptors
600,2012,2012-10-15,Economic Sciences,8000000,9471572,for the theory of stable allocations and the practice of market design
601,2012,2012-10-11,Literature,8000000,9471572,"who with hallucinatory realism merges folk tales, history and the contemporary"
602,2012,2012-10-12,Peace,8000000,9471572,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe"
603,2012,2012-10-09,Physics,8000000,9471572,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems
604,2012,2012-10-08,Physiology or Medicine,8000000,9471572,for the discovery that mature cells can be reprogrammed to become pluripotent
605,2013,2013-10-09,Chemistry,8000000,9476854,for the development of multiscale models for complex chemical systems
606,2013,2013-10-14,Economic Sciences,8000000,9476854,for their empirical analysis of asset prices
607,2013,2013-10-10,Literature,8000000,9476854,master of the contemporary short story
608,2013,2013-10-11,Peace,8000000,9476854,for its extensive efforts to eliminate chemical weapons
609,2013,2013-10-08,Physics,8000000,9476854,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider"
610,2013,2013-10-07,Physiology or Medicine,8000000,9476854,"for their discoveries of machinery regulating vesicle traffic, a major transport system in our cells"
611,2014,2014-10-08,Chemistry,8000000,9492737,for the development of super-resolved fluorescence microscopy
612,2014,2014-10-13,Economic Sciences,8000000,9492737,for his analysis of market power and regulation
613,2014,2014-10-09,Literature,8000000,9492737,"for the art of memory with which he has evoked the most ungraspable human destinies and
uncovered the life-world of the occupation"
614,2014,2014-10-10,Peace,8000000,9492737,for their struggle against the suppression of children and young people and for the right of all children to education
615,2014,2014-10-07,Physics,8000000,9492737,for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources
616,2014,2014-10-06,Physiology or Medicine,8000000,9492737,for their discoveries of cells that constitute a positioning system in the brain
617,2015,2015-10-07,Chemistry,8000000,9498044,for mechanistic studies of DNA repair
618,2015,2015-10-12,Economic Sciences,8000000,9498044,"for his analysis of consumption, poverty, and welfare"
619,2015,2015-10-08,Literature,8000000,9498044,"for her polyphonic writings, a monument to suffering and courage in our time"
620,2015,2015-10-09,Peace,8000000,9498044,for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011
621,2015,2015-10-06,Physics,8000000,9498044,"for the discovery of neutrino oscillations, which shows that neutrinos have mass"
622,2015,2015-10-05,Physiology or Medicine,8000000,9498044,for their discoveries concerning a novel therapy against infections caused by roundworm parasites
623,2016,2016-10-05,Chemistry,8000000,9403431,for the design and synthesis of molecular machines
624,2016,2016-10-10,Economic Sciences,8000000,9403431,for their contributions to contract theory
625,2016,2016-10-13,Literature,8000000,9403431,for having created new poetic expressions within the great American song tradition
626,2016,2016-10-07,Peace,8000000,9403431,for his resolute efforts to bring the country's more than 50-year-long civil war to an end
627,2016,2016-10-04,Physics,8000000,9403431,for theoretical discoveries of topological phase transitions and topological phases of matter
628,2016,2016-10-03,Physiology or Medicine,8000000,9403431,for his discoveries of mechanisms for autophagy
629,2017,2017-10-04,Chemistry,9000000,10394780,for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution
630,2017,2017-10-09,Economic Sciences,9000000,10394780,for his contributions to behavioural economics
631,2017,2017-10-05,Literature,9000000,10394780,"who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world"
632,2017,2017-10-06,Peace,9000000,10394780,for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons
633,2017,2017-10-03,Physics,9000000,10394780,for decisive contributions to the LIGO detector and the observation of gravitational waves
634,2017,2017-10-02,Physiology or Medicine,9000000,10394780,for their discoveries of molecular mechanisms controlling the circadian rhythm
635,2018,2018-10-03,Chemistry,9000000,10195200,for the directed evolution of enzymes
636,2018,2018-10-01,Economic Sciences,9000000,10195200,for integrating technological innovations into long-run macroeconomic analysis
637,2018,2019-10-10,Literature,9000000,10013620,for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life
638,2018,2018-10-05,Peace,9000000,10195200,for their efforts to end the use of sexual violence as a weapon of war and armed conflict
639,2018,2018-10-02,Physics,9000000,10195200,for the optical tweezers and their application to biological systems
640,2018,2018-10-01,Physiology or Medicine,9000000,10195200,for their discovery of cancer therapy by inhibition of negative immune regulation
641,2019,2019-10-09,Chemistry,9000000,10013620,for the development of lithium-ion batteries
642,2019,2019-10-14,Economic Sciences,9000000,10013620,for their experimental approach to alleviating global poverty
643,2019,2019-10-10,Literature,9000000,10013620,for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience
644,2019,2019-10-11,Peace,9000000,10013620,"for his efforts to achieve peace and international cooperation, and in particular for his decisive initiative to resolve the border conflict with neighbouring Eritrea"
645,2019,2019-10-08,Physics,9000000,10013620,for the discovery of an exoplanet orbiting a solar-type star
646,2019,2019-10-07,Physiology or Medicine,9000000,10013620,for their discoveries of how cells sense and adapt to oxygen availability
647,2020,2020-10-07,Chemistry,10000000,11074035,for the development of a method for genome editing
648,2020,2020-10-12,Economic Sciences,10000000,11074035,for improvements to auction theory and inventions of new auction formats
649,2020,2020-10-08,Literature,10000000,11074035,for her unmistakable poetic voice that with austere beauty makes individual existence universal
650,2020,2020-10-09,Peace,10000000,11074035,"for its efforts to combat hunger, for its contribution to bettering conditions for peace in conflict-affected areas and for acting as a driving force in efforts to prevent the use of hunger as a weapon of war and conflict"
651,2020,2020-10-06,Physics,10000000,11074035,for the discovery of a supermassive compact object at the centre of our galaxy
652,2020,2020-10-05,Physiology or Medicine,10000000,11074035,for the discovery of Hepatitis C virus
653,2021,2021-10-06,Chemistry,10000000,10836735,for the development of asymmetric organocatalysis
654,2021,2021-10-11,Economic Sciences,10000000,10836735,for his empirical contributions to labour economics
655,2021,2021-10-07,Literature,10000000,10836735,for his uncompromising and compassionate penetration of the effects of colonialism and the fate of the refugee in the gulf between cultures and continents
656,2021,2021-10-08,Peace,10000000,10836735,"for their efforts to safeguard freedom of expression, which is a precondition for democracy and lasting peace"
657,2021,2021-10-05,Physics,10000000,10836735,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales
658,2021,2021-10-04,Physiology or Medicine,10000000,10836735,for their discoveries of receptors for temperature and touch
659,2022,2022-10-05,Chemistry,10000000,10000000,for the development of click chemistry and bioorthogonal chemistry
660,2022,2011-10-10,Economic Sciences,10000000,10000000,for research on banks and financial crises
661,2022,2022-10-06,Literature,10000000,10000000,"for the courage and clinical acuity with which she uncovers the roots, estrangements and  collective restraints of personal memory"
662,2022,2022-10-07,Peace,10000000,10000000,"The Peace Prize laureates represent civil society in their home countries. They have for many years promoted the right to criticise power and protect the fundamental rights of citizens. They have made an outstanding effort to document war crimes, human right abuses and the abuse of power. Together they demonstrate the significance of civil society for peace and democracy."
663,2022,2022-10-04,Physics,10000000,10000000,"for experiments with entangled photons, establishing the violation of Bell inequalities and  pioneering quantum information science"
664,2022,2022-10-03,Physiology or Medicine,10000000,10000000,for his discoveries concerning the genomes of extinct hominins and human evolution
665,2023,2023-10-04,Chemistry,11000000,10136226,for the discovery and synthesis of quantum dots
666,2023,2023-10-09,Economic Sciences,11000000,10136226,for having advanced our understanding of women’s labour market outcomes
667,2023,2023-10-05,Literature,11000000,10136226,for his innovative plays and prose which give voice to the unsayable
668,2023,2023-10-06,Peace,11000000,10136226,for her fight against the oppression of women in Iran and her fight to promote human rights and freedom for all
669,2023,2023-10-03,Physics,11000000,10136226,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter
670,2023,2023-10-02,Physiology or Medicine,11000000,10136226,for their discoveries concerning nucleoside base modifications that enabled the development of effective mRNA vaccines against COVID-19
671,2024,2024-10-09,Chemistry,11000000,11000000,for computational protein design
672,2024,2024-10-14,Economic Sciences,11000000,11000000,for studies of how institutions are formed and affect prosperity
673,2024,2024-10-10,Literature,11000000,11000000,for her intense poetic prose that confronts historical traumas and exposes the fragility of human life
674,2024,2024-10-11,Peace,11000000,11000000,for its efforts to achieve a world free of nuclear weapons and for demonstrating through witness testimony that nuclear weapons must never be used again
675,2024,2024-10-08,Physics,11000000,11000000,for foundational discoveries and inventions that enable machine learning with artificial neural networks
676,2024,2024-10-07,Physiology or Medicine,11000000,11000000,for the discovery of microRNA and its role in post-transcriptional gene regulation
